id,group,priority,status,coverage,note,repair_route,section
LLM-022,LLM,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,11. LLM requirements
VAL-001,VAL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,12. Validation and quality gates
VAL-002,VAL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,12. Validation and quality gates
VAL-003,VAL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,12. Validation and quality gates
VAL-004,VAL,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,12. Validation and quality gates
VAL-005,VAL,P1,PARTIAL,DEFERRED_WITH_DESIGN,READMEPresentationReport awaits the Phase-20 standard; roadmap wave,,12. Validation and quality gates
VAL-006,VAL,P0,IMPLEMENTED,FULLY_INVESTIGATED,Presentation validation must not reward moving promo links up (plan principle + MET-005),,12. Validation and quality gates
VAL-007,VAL,P0,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] claim provenance uses prototype matching; frozen validator pending,,12. Validation and quality gates
VAL-008,VAL,P0,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] surfaces classified + proofs route by class; blocking validator not built,,12. Validation and quality gates
VAL-009,VAL,P0,PLANNED,FULLY_INVESTIGATED,The settings proof: dry-run/permission/before-after/rollback validation,,12. Validation and quality gates
VAL-010,VAL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,12. Validation and quality gates
VAL-011,VAL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,12. Validation and quality gates
VAL-012,VAL,P1,PLANNED,PARTIALLY_INVESTIGATED,Community-file validation exercised minimally in the repository-file proof; full checks in roadmap,,12. Validation and quality gates
VAL-013,VAL,P1,PLANNED,PARTIALLY_INVESTIGATED,Visual validation contract in the social-preview proof (dimensions/type/size/claims); full suite in roadmap,,12. Validation and quality gates
VAL-014,VAL,P1,PLANNED,PARTIALLY_INVESTIGATED,Markdown/link/anchor validation designed on the AST model; roadmap wave,,12. Validation and quality gates
VAL-015,VAL,P1,PLANNED,FULLY_INVESTIGATED,Unresolved fact conflict => proposal blocked (contracts + the handoff proof),,12. Validation and quality gates
VAL-016,VAL,P2,PLANNED,PARTIALLY_INVESTIGATED,Template-clone similarity via endpoint embeddings; calibration method defined in the reuse/LLM analysis,,12. Validation and quality gates
VAL-017,VAL,P2,PLANNED,DEFERRED_WITH_DESIGN,Adversarial fixtures enumerated in the negative-control list; execution in roadmap (Phase-17 wave),,12. Validation and quality gates
VAL-018,VAL,P3,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,12. Validation and quality gates
SAFE-001,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-002,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-003,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-004,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-005,SAFE,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,"13. Safety, security, and evidence requirements"
SAFE-006,SAFE,P0,PLANNED,DEFERRED_WITH_DESIGN,Monitor structurally unable to escalate: workflow-hardcoded dry-run design (the consolidated architecture),,"13. Safety, security, and evidence requirements"
SAFE-007,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-008,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-009,SAFE,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
SAFE-010,SAFE,P0,PLANNED,DEFERRED_WITH_DESIGN,"[review-downgraded] authorization+snapshot+rollback designed; apply gate deferred, unproven",,"13. Safety, security, and evidence requirements"
SAFE-011,SAFE,P0,PLANNED,FULLY_INVESTIGATED,The social-preview proof: manual step never reported complete without operator evidence,,"13. Safety, security, and evidence requirements"
SAFE-012,SAFE,P0,PLANNED,FULLY_INVESTIGATED,"No-silent-revert: drift => proposal/handoff only (three-way recompile, never auto-revert)",,"13. Safety, security, and evidence requirements"
SAFE-013,SAFE,P1,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] RunManifestV1 is a prototype in the proofs; schema not frozen,,"13. Safety, security, and evidence requirements"
SAFE-014,SAFE,P1,PARTIAL,PARTIALLY_INVESTIGATED,[review-downgraded] requirement-ID recording shown in the prototype manifest; not frozen,,"13. Safety, security, and evidence requirements"
SAFE-015,SAFE,P1,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] rerun no-op via fingerprint shown in the prototype; full reproducibility unproven,,"13. Safety, security, and evidence requirements"
SAFE-016,SAFE,P1,PLANNED,PARTIALLY_INVESTIGATED,Binary asset checksums+provenance designed; implementation in roadmap,,"13. Safety, security, and evidence requirements"
SAFE-017,SAFE,P1,PLANNED,FULLY_INVESTIGATED,Failed validation blocks + names failed requirement IDs (RunManifestV1),,"13. Safety, security, and evidence requirements"
SAFE-018,SAFE,P2,PLANNED,DEFERRED_WITHOUT_DESIGN,Lockfile+dependabot; P2,Roadmap ops card (Phase 18),"13. Safety, security, and evidence requirements"
SAFE-019,SAFE,P3,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,"13. Safety, security, and evidence requirements"
EVID-001,EVID,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
EVID-002,EVID,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
EVID-003,EVID,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,"13. Safety, security, and evidence requirements"
EVID-004,EVID,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,"13. Safety, security, and evidence requirements"
AUTH-001,AUTH,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
AUTH-002,AUTH,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
AUTH-003,AUTH,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,"13. Safety, security, and evidence requirements"
AUTH-004,AUTH,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
AUTH-005,AUTH,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
AUTH-006,AUTH,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,"13. Safety, security, and evidence requirements"
AUTH-007,AUTH,P1,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,"13. Safety, security, and evidence requirements"
INT-001,INT,P0,PLANNED,DEFERRED_WITH_DESIGN,"[review-downgraded] publishing ordering / one-final-writer is architecture design, not proven",,14. Integration and drift-protection requirements
INT-002,INT,P0,PLANNED,FULLY_INVESTIGATED,Drift taxonomy covers markers/sections/prose/facts/visuals/links/files (12 categories),,14. Integration and drift-protection requirements
INT-003,INT,P0,PLANNED,FULLY_INVESTIGATED,Drift compares facts AND the accepted baseline (base/accepted/upstream/facts/policy),,14. Integration and drift-protection requirements
INT-004,INT,P0,PLANNED,FULLY_INVESTIGATED,"Drift => evidence + proposal/handoff, never silent overwrite",,14. Integration and drift-protection requirements
INT-005,INT,P0,PLANNED,FULLY_INVESTIGATED,Technical->product-owner routing vs presentation->central-gates (classification),,14. Integration and drift-protection requirements
INT-006,INT,P1,PLANNED,DEFERRED_WITH_DESIGN,[review-downgraded] fact-change targeted reevaluation designed only,,14. Integration and drift-protection requirements
INT-007,INT,P1,PLANNED,DEFERRED_WITH_DESIGN,Scheduled re-audit = safety-net mode; history preservation in roadmap,,14. Integration and drift-protection requirements
INT-008,INT,P1,PLANNED,FULLY_INVESTIGATED,Generic-template overwrite detection: the generic-template scenario + embeddings,,14. Integration and drift-protection requirements
INT-009,INT,P1,PLANNED,FULLY_INVESTIGATED,Legitimate-update vs regression distinction: change classification (the repository-file proof),,14. Integration and drift-protection requirements
INT-010,INT,P2,PLANNED,DEFERRED_WITH_DESIGN,[review-downgraded] machine-readable versioned contracts not yet frozen,,14. Integration and drift-protection requirements
NFR-001,NFR,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,15. Non-functional requirements
NFR-002,NFR,P0,IMPLEMENTED,PARTIALLY_INVESTIGATED,Proven on a dev machine; the current-state evidence shows it does NOT hold on ephemeral CI (no durable state) -> strengthening delta,,15. Non-functional requirements
NFR-003,NFR,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,15. Non-functional requirements
NFR-004,NFR,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,15. Non-functional requirements
NFR-005,NFR,P1,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] shared spine shown in the prototype; production modularity unproven,,15. Non-functional requirements
NFR-006,NFR,P1,PLANNED,PARTIALLY_INVESTIGATED,Human-readable proposal/report formats designed; full reports in roadmap,,15. Non-functional requirements
NFR-007,NFR,P1,PLANNED,PARTIALLY_INVESTIGATED,Repo-specific character preserved by design; similarity checks partial (embeddings),,15. Non-functional requirements
NFR-008,NFR,P1,PLANNED,FULLY_INVESTIGATED,Reversibility via baseline/diff/settings-snapshot (rollback design),,15. Non-functional requirements
NFR-009,NFR,P1,PLANNED,PARTIALLY_INVESTIGATED,CRLF determinism implemented; full Windows/Linux cross-platform test matrix in roadmap,,15. Non-functional requirements
NFR-010,NFR,P2,PLANNED,PARTIALLY_INVESTIGATED,[review-downgraded] surface-level one-fail-flips proven; per-repo isolation untested,,15. Non-functional requirements
NFR-011,NFR,P2,PLANNED,PARTIALLY_INVESTIGATED,Report stability via versioned schemas; history comparisons in roadmap,,15. Non-functional requirements
NFR-012,NFR,P2,PLANNED,FULLY_INVESTIGATED,LLM-call minimization: deterministic workers + generation cache + skip logic,,15. Non-functional requirements
NFR-013,NFR,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,15. Non-functional requirements
PIL-001,PIL,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,"16. Pilot, rollout, and acceptance requirements"
PIL-002,PIL,P0,PLANNED,PARTIALLY_INVESTIGATED,Repo-specific proposals by design; cross-pilot tailoring comparison deferred (VAL-016 wave),,"16. Pilot, rollout, and acceptance requirements"
PIL-003,PIL,P0,PLANNED,FULLY_INVESTIGATED,No expansion until the rollout gates pass (plan constraint),,"16. Pilot, rollout, and acceptance requirements"
PIL-004,PIL,P0,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-005,PIL,P0,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-006,PIL,P0,PLANNED,FULLY_INVESTIGATED,Simulated product-agent refresh survival IS the repository-file proof (this sprint's core),,"16. Pilot, rollout, and acceptance requirements"
PIL-007,PIL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-008,PIL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-009,PIL,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-010,PIL,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,"16. Pilot, rollout, and acceptance requirements"
PIL-011,PIL,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,"16. Pilot, rollout, and acceptance requirements"
PIL-012,PIL,P0,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,"16. Pilot, rollout, and acceptance requirements"
PIL-013,PIL,P0,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,"16. Pilot, rollout, and acceptance requirements"
PIL-014,PIL,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,"16. Pilot, rollout, and acceptance requirements"
MET-001,MET,P1,RESEARCH-GATED,DEFERRED_WITHOUT_DESIGN,"Referral baseline study = Phase-20 homework, not this sprint; P1",Roadmap Wave 0 card (Phase-20 traffic study),17. Measurement requirements
MET-002,MET,P1,RESEARCH-GATED,DEFERRED_WITHOUT_DESIGN,Feasibility-study contents = Phase-20; P1,Roadmap Wave 0 card (Phase-20 traffic study),17. Measurement requirements
MET-003,MET,P1,PLANNED,DEFERRED_WITH_DESIGN,UTM already policy-driven; measurement hierarchy designed,,17. Measurement requirements
MET-004,MET,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,17. Measurement requirements
MET-005,MET,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,17. Measurement requirements
MET-006,MET,P1,RESEARCH-GATED,DEFERRED_WITHOUT_DESIGN,Observation period definition = Phase-20; P1,Roadmap Wave 0 card (Phase-20 traffic study),17. Measurement requirements
MET-007,MET,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,17. Measurement requirements
MET-008,MET,P2,PLANNED,FULLY_INVESTIGATED,Target changes only via a governed decision (plan constraint),,17. Measurement requirements
DOC-001,DOC,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,18. Documentation and research deliverables
DOC-002,DOC,P0,GOVERNANCE,FULLY_INVESTIGATED,Active governance rule already enforced by this investigation's process,,18. Documentation and research deliverables
DOC-003,DOC,P1,IMPLEMENTED,DEFERRED_WITHOUT_DESIGN,Presentation-standard research (n8n/nuget) not in sprint; P1,Roadmap Wave 0 card (Phase-20 research),18. Documentation and research deliverables
DOC-004,DOC,P1,IMPLEMENTED,DEFERRED_WITHOUT_DESIGN,Presentation-standard contents; P1,Roadmap Wave 0 card (Phase-20 research),18. Documentation and research deliverables
DOC-005,DOC,P1,IMPLEMENTED,PARTIALLY_INVESTIGATED,Surface model covers classes/authority; official-GitHub-doc verification pass deferred to a Phase-20 card,,18. Documentation and research deliverables
DOC-006,DOC,P1,RESEARCH-GATED,DEFERRED_WITH_DESIGN,"[review-downgraded] product-facts/handoff schema is a pending deliverable, not yet frozen",,18. Documentation and research deliverables
DOC-007,DOC,P1,RESEARCH-GATED,DEFERRED_WITHOUT_DESIGN,Traffic study; P1,Roadmap Wave 0 card (Phase-20 traffic study),18. Documentation and research deliverables
DOC-008,DOC,P1,PLANNED,PARTIALLY_INVESTIGATED,Stale docs (architecture.md/AGENTS.md callout) found; fixes routed via the contradiction ledger,,18. Documentation and research deliverables
DOC-009,DOC,P1,PLANNED,FULLY_INVESTIGATED,Honest-status rule enforced (nothing IMPLEMENTED for drafts),,18. Documentation and research deliverables
DOC-010,DOC,P2,PLANNED,FULLY_INVESTIGATED,The traceability report generates this mapping,,18. Documentation and research deliverables
AGT-001,AGT,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
AGT-002,AGT,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
AGT-003,AGT,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
AGT-004,AGT,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
AGT-005,AGT,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
AGT-006,AGT,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
AGT-007,AGT,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
AGT-008,AGT,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
CAP-001,CAP,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
CAP-002,CAP,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
CAP-003,CAP,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
CAP-004,CAP,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
CAP-005,CAP,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
CAP-006,CAP,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
CAP-007,CAP,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
CAP-008,CAP,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
CAP-009,CAP,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
RUN-001,RUN,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
RUN-002,RUN,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-003,RUN,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
RUN-004,RUN,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-005,RUN,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-006,RUN,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-007,RUN,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-008,RUN,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
RUN-009,RUN,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
RUN-010,RUN,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
ECO-001,ECO,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ECO-002,ECO,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ECO-003,ECO,P2,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ECO-004,ECO,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ECO-005,ECO,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
PKG-001,PKG,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PKG-002,PKG,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PKG-003,PKG,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PKG-004,PKG,P2,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PKG-005,PKG,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
PKG-006,PKG,P2,BACKLOG,DEFERRED_WITH_DESIGN,Explicitly tracked backlog item excluded from the active mandatory mission queue,,19. Autonomous runtime and capability requirements
ONB-001,ONB,P1,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
ONB-002,ONB,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
ONB-003,ONB,P2,PLANNED,DEFERRED_WITH_DESIGN,Carried by the governed roadmap,,19. Autonomous runtime and capability requirements
ONB-004,ONB,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
MEM-001,MEM,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
MEM-002,MEM,P0,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
MEM-003,MEM,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
MEM-004,MEM,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
MEM-005,MEM,P2,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
EFF-001,EFF,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
EFF-002,EFF,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
EFF-003,EFF,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
EFF-004,EFF,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
EFF-005,EFF,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
EFF-006,EFF,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-001,FRESH,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-002,FRESH,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-003,FRESH,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-004,FRESH,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-005,FRESH,P2,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
FRESH-006,FRESH,P1,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ORC-001,ORC,P0,IMPLEMENTED,ALREADY_PROVEN,Phase 0-15 engine behavior; verified in the current-state reconstruction against code + tests + runs/ evidence,,19. Autonomous runtime and capability requirements
ORC-002,ORC,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
ORC-003,ORC,P1,PARTIAL,PARTIALLY_INVESTIGATED,Requirement has partial implementation or proof and retains an explicit open boundary,,19. Autonomous runtime and capability requirements
